"Zeitstempel","Geschlecht","Wie alt sind Sie?","Bitte wählen Sie Ihre höchste abgeschlossene Ausbildung","In welcher Branche sind Sie tätig?","Wo wohnen Sie?","Was beschreibt Ihre Ernährung am besten?","Essen Sie Leberkäse (auch vegetarisch/vegan)?","Wie oft essen Sie Leberkäse?","Was ist Ihre Lieblingssorte?","Wie spontan entscheiden Sie sich, Leberkäse zu kaufen?","Warum essen Sie keinen Leberkäse?","Essen Sie gerne Essen mit spürbarer Schärfe?","Wie scharf essen Sie normalerweise?","Mögen Sie Essen aus den folgenden kulinarischen Regionen?","Wie oft im Jahr kaufen Sie online Kleidung? (für sich selbst)","Ist es schon einmal vorgekommen, dass Ihnen die Größe eines Artikels (Kleidung) bei einer Bestellung nicht gepasst hat?","In wie vielen Größen bestellen Sie den selben Artikel (um garantiert eine passende Größe zu erhalten)?","Wie viele Artikel kaufen Sie circa in einem Jahr?","Wie viele Artikel werden von Ihnen circa zurückgesendet?","An wie vielen Tagen in der Woche verwenden Sie öffentliche Verkehrsmittel?","Welche öffentliche(n) Verkehrsmittel verwenden Sie?","Wofür verwenden Sie öffentliche Verkehrsmittel?","Welche Aspekte könnte man verbessern, damit Sie öfter öffentliche Verkehrsmittel verwenden?","Zahlen Sie persönlich Fixkosten für das Wohnen? (Miete/Kredit)"," Sie können Ihre Grundbedürfnisse...","Haben Sie seit den Teuerungen Ihr Kaufverhalten verändert?","Wie sieht Ihre Wohnsituation aus?","Gehen Sie seit der Teuerung weniger oft essen?","Kaufen Sie seit der Teuerung weniger Luxusartikel? Denken Sie hier an Güter, die Sie nicht benötigen, um Ihre Grundbedürfnisse zu decken, wie z.B. Kleidung, Accessoires, elektronische Geräte, … ","Teil 1: Wie ist Ihre politische Einstellung?","Teil 2: Wie ist Ihre politische Einstellung?"
"2023/03/31 3:57:26 PM OEZ","Männlich","20 - 29","Matura/Abitur","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Pikant","oft geplant","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Nepali, Japanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","1","4 Tage","Bus;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Nein","","","","2","2"
"2023/03/31 4:00:19 PM OEZ","Männlich","20 - 29","Matura/Abitur","Dienstleistungen für Unternehmen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse & Pikant","meistens spontan","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","15","7","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Nein","WG oder Studentenheim","","","3","3"
"2023/03/31 4:12:05 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","3","Italienisch;Österreichisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","40","0","6 Tage","Bus;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Nein","Miete","","","1","2"
"2023/03/31 4:34:24 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Pescetarier (kein Fleisch)","Nein","","","","schmeckt Ihnen nicht","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa alle zwei Monate","Ja","in einer Größe","25","50","4 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","1","3"
"2023/03/31 4:37:14 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens geplant","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","7 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Ja","Miete","Ja","Ja","2","3"
"2023/03/31 4:47:07 PM OEZ","Männlich","30 - 39","Matura/Abitur","Gesundheitspflege","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Indisch;tschechisch, arabisch,... ","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","2","3 Tage","Bus;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...nur schwer decken.","Ja","Miete","Nein","Ja","2","2"
"2023/03/31 5:00:21 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Pescetarier (kein Fleisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","1","Italienisch;Österreichisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","10","3","1 Tag","Zug","Freizeit","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Ja","WG oder Studentenheim","Nein","Ja","1","1"
"2023/03/31 5:11:46 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","3 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Nein","3","3"
"2023/03/31 5:32:25 PM OEZ","Weiblich","20 - 29","Weiterführende Schule ohne Matura","Nonprofit","Stadt","Vegan (keine tierischen Produkte)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Thailändisch;Afrikanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","20","0","5 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Nein","Miete","","","1","2"
"2023/03/31 5:52:34 PM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","oft spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","2","0","5 Tage","Bus;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Nein","...decken.","Ja","","Ja","Ja","3","3"
"2023/03/31 6:28:59 PM OEZ","Weiblich","30 - 39","Bachelorstudium","Gesundheitspflege","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken.","Ja","Miete","Ja","Ja","1","1"
"2023/03/31 6:29:52 PM OEZ","Männlich","30 - 39","Bachelorstudium","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse & Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch","gar nicht","","","","","5 Tage","Bus;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Nein","...decken und Geld ansparen.","Nein","","","","3","2"
"2023/03/31 6:30:53 PM OEZ","Weiblich","20 - 29","Bachelorstudium","Nonprofit","Stadt","Vegan (keine tierischen Produkte)","Nein","","","","schmeckt Ihnen nicht","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","2","0","7 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Nein","Miete","","","1","1"
"2023/03/31 6:33:03 PM OEZ","Männlich","50 - 59","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Nahöstlich","gar nicht","","","","","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...nur schwer decken.","Nein","","","","1","2"
"2023/03/31 6:49:58 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch","gar nicht","","","","","5 Tage","Bus;Zug;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...nur schwer decken.","Ja","Miete","Ja","Ja","2","2"
"2023/03/31 6:53:40 PM OEZ","Männlich","30 - 39","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","nie probiert","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","3","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Ja","","Ja","Ja","1","1"
"2023/03/31 7:09:22 PM OEZ","Weiblich","10 - 19","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","4 Tage","Bus;Zug","Arbeit/Ausbildung","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","3","2"
"2023/03/31 7:27:58 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Einzelhandel","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe"," 20","10","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Nein","Miete","","","1","2"
"2023/03/31 8:01:12 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Öffentliche Verwaltung","Land","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Indisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","25","15","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Ja","4","4"
"2023/03/31 8:12:13 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Pescetarier (kein Fleisch)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Alles ist gut!","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","7","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Nein","1","3"
"2023/03/31 8:45:23 PM OEZ","Weiblich","40 - 49","Masterstudium","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","1","Italienisch;Österreichisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","0 Tage","","","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Miete","Ja","Ja","2","2"
"2023/03/31 8:57:02 PM OEZ","Weiblich","20 - 29","Bachelorstudium","Nonprofit","Land","Pescetarier (kein Fleisch)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","1","1"
"2023/03/31 9:16:30 PM OEZ","Weiblich","40 - 49","Matura/Abitur","Nonprofit","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","oft spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Ja","Eigentum","Ja","Ja","3","3"
"2023/03/31 9:26:00 PM OEZ","Weiblich","30 - 39","Bachelorstudium","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch;Fast alles eigentlich ","circa alle zwei Monate","Ja","in einer Größe","10","2","1 Tag","Bus;Straßenbahn","Beides","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Ja","Miete","Ja","Ja","2","2"
"2023/03/31 9:48:40 PM OEZ","Weiblich","40 - 49","Matura/Abitur","Öffentliche Verwaltung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","einmal im Jahr","Ja","in einer Größe","25","20","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Nein","Eigentum","","","2","2"
"2023/03/31 10:23:25 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","4","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Miete","Ja","Ja","2","2"
"2023/04/01 7:09:24 AM OEZ","Männlich","30 - 39","Matura/Abitur","Öffentliche Verwaltung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Pferdeleberkäse","oft spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch","gar nicht","","","","","6 Tage","Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Miete","Ja","Ja","2","2"
"2023/04/01 8:25:47 AM OEZ","Weiblich","30 - 39","Bachelorstudium","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","10","30","1 Tag","Bus;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Ja","3","3"
"2023/04/01 9:42:37 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","2","0","3 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","1","2"
"2023/04/01 10:18:18 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Nein","in einer Größe","2","0","4 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Nein","WG oder Studentenheim","","","3","3"
"2023/04/01 11:09:25 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Japanisch, Afrikanisch","mehrmals im Monat","Ja","in mehreren Größen","40","60","0 Tage","","","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Nein","2","2"
"2023/04/01 11:48:20 AM OEZ","Männlich","30 - 39","Bachelorstudium","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","1","Italienisch;Österreichisch;Chinesisch","einmal im Jahr","Ja","in einer Größe","15","3","2 Tage","Bus","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","4","2"
"2023/04/01 12:05:53 PM OEZ","Männlich","20 - 29","Matura/Abitur","Landwirtschaft","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch","gar nicht","","","","","3 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","3","3"
"2023/04/01 12:20:15 PM OEZ","Weiblich","50 - 59","Diplomstudium","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Indisch","speziell zu Sales und Abverkäufen","Ja","in einer Größe","10","4","0 Tage","","","Fahrtzeit verkürzen (Auto: 0,5 Stunden Öffi: 1 Stunde","Ja","...decken und Geld ansparen.","Nein","Eigentum","","","2","2"
"2023/04/01 12:29:42 PM OEZ","Weiblich","20 - 29","Bachelorstudium","Öffentliche Verwaltung","Stadt","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa einmal im Monat","Ja","in einer Größe","25","4","5 Tage","Bus;Zug;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Nein","Miete","","","1","1"
"2023/04/01 2:09:03 PM OEZ","Weiblich","20 - 29","Lehre","Ausbildung","Stadt","Pescetarier (kein Fleisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","10","5","2 Tage","Bus;Zug;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Ja","","Nein","Ja","3","3"
"2023/04/01 5:49:16 PM OEZ","Weiblich","40 - 49","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","10","20","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...nur schwer decken.","Ja","Miete","Ja","Ja","3","3"
"2023/04/01 8:06:26 PM OEZ","Weiblich","20 - 29","Bachelorstudium","Medien & Kommunikation","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch","circa alle zwei Monate","Ja","in einer Größe","25","20","5 Tage","Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Ja","Miete","Ja","Ja","3","3"
"2023/04/01 8:26:40 PM OEZ","Weiblich","30 - 39","Masterstudium","Sonstige","Land","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","schmeckt Ihnen nicht","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","20","3 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","2","2"
